Journal;Year;Titel;Observation;Interview;Content Analysis;Other;Observation_y/n;Interview_y/n;ContentAnalysis_y/n;Other_y/n;Subject;Medium;Field
Journal of Broadcasting & Electronic Media;2008;Food and Beverage Advertising on U.S. Television: A Comparison of Child-Targeted Versus General Audience Commercials;no;no;only method;no;no;no;yes;no;media contents;audio-visual;advertising
Journal of Broadcasting & Electronic Media;2011;A Meta-Analytical Review of Selective Exposure to and the Enjoyment of Media Violence;no;no;only method;no;no;no;yes;no;uses & gratifications;combination;entertainment
Journal of Broadcasting & Electronic Media;2001;The Role of Parental Mediation in the Political Socialization Process;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2009;Videotime: Selection and Structuring Family Social Time With Rented Commercially Prerecorded Electronic Media;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Journal of Broadcasting & Electronic Media;2002;Television Viewing and Perceptions of Traditional Chinese Values Among Chinese College Students;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Broadcasting & Electronic Media;2008;Cultivation Effects on Quality of Life Indicators: Exploring the Effects of American Television Consumption on Feelings of Relative Deprivation in South Korea and India;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Broadcasting & Electronic Media;2013;Local TV News Content & Shared Services Agreements: The Honolulu Case;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;journalism
Journal of Broadcasting & Electronic Media;2013;Laughter, Learning, or Enlightenment? Viewing and Avoidance Motivations Behind The Daily Show and The Colbert Report;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2011;The Duality of Structure in Chinas National Television Market A Network Analysis of Audience Behavior;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Communication;2010;Interorganizational Networking Patterns Among Development Organizations;no;no;coequal method;coequal method;no;no;yes;yes;communicator research;combination;PR/campaining
Journal of Communication;2006;Effects of Sexually Objectifying Media on Self-Objectification and Body Surveillance in Undergraduates: Results of a 2-Year Panel Study;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journal of Communication;2003;'I Buy American': The American Image as Reflected in Israeli Advertising;no;no;only method;no;no;no;yes;no;media contents;print;advertising
Journal of Communication;2010;Measuring Quality in Communication Doctoral Education Using Network Analysis of Faculty-Hiring Patterns;no;no;no;only method;no;no;no;yes;the own discipline; ; 
Journal of Communication;2015;Tents, Tweets, and Events: The Interplay Between Ongoing Protests and Social Media;no;only method;no;no;no;yes;no;no;media effects;computer;PR/campaining
Journal of Communication;2011;Narratives and Network Organization: A Comparison of Fair Trade Systems in Two Nations;no;no;only method;no;no;no;yes;no;media systems; ;PR/campaining
Journal of Communication;2006;Retrospective Versus Prospective Statements and Outcome of Presidential Elections;no;no;central method;subordinate method;no;no;yes;yes;media contents;combination;PR/campaining
Journal of Communication;2002;Effects of Watching Primary Debates in the 2000 U.S. Presidential Campaign;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Journal of Communication;2011;Conceptual Issues in Framing Theory A Systematic Examination of a Decades Literature;no;no;only method;no;no;no;yes;no;the own discipline; ;journalism
Journal of Communication;2006;Expressive Responses to News Stories About Extremist Groups: A Framing Experiment;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Journal of Communication;2013;The Impudence of Being Earnest: Jon Stewart and the Boundaries of Discursive Responsibility;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Communication;2011;Theoretical Intersections Among Social Influences, Beliefs, and Intentions in the Context of 3G Mobile Services in Singapore Decomposing Perceived Critical Mass and Subjective Norms;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Journal of Communication;2007;Structural Antecedents to Knowledge and Participation: Extending the Knowledge Gap Concept to Participation;no;only method;no;no;no;yes;no;no;media effects;combination;private_shpere
Journal of Communication;2006;Petitioners or Prophets? Presidential Discourse, God, and the Ascendancy of Religious Conservatives;no;no;only method;no;no;no;yes;no;media contents; ;PR/campaining
Journal of Communication;2004;No Shades of Gray: The Binary Discourse of George W. Bush and an Echoing Press;no;no;only method;no;no;no;yes;no;media contents;conversations;PR/campaining
Journal of Communication;2008;Hostile News: Partisan Use and Perceptions of Cable News Programming;no;coequal method;coequal method;no;no;yes;yes;no;media effects;audio-visual;journalism
Journal of Communication;2015;The Tempering Effect of Transportation: Exploring the Effects of Transportation and Identification During Exposure to Controversial Two-Sided Narratives;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
Journal of Communication;2014;Echo Chamber or Public Sphere? Predicting Political Orientation and Measuring Political Homophily in Twitter Using Big Data;no;no;only method;no;no;no;yes;no;media contents;computer;combination
Journal of Communication;2008;Indirect Aggression in Animated Disney Films;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Communication;2009;Learning Political Information >From the News: A Closer Look at the Role of Motivation;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Journal of Communication;2008;Network News and Racial Beliefs: Exploring the Connection Between National Television News Exposure and Stereotypical Perceptions of African Americans;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Communication;2007;Priming Crime and Activating Blackness: Understanding the Psychological Impact of the Overrepresentation of Blacks as Lawbreakers on Television News;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Communication;2000;Overrepresentation and underrepresentation of African Americans and Latinos as lawbreakers on...;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Communication;2001;The press, race relations, and social change;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journal of Communication;2004;The Impact of Completeness and Web Use Motivation on the Credibility of e-Health Information;no;only method;no;no;no;yes;no;no;media effects;internet;PR/campaining
Journal of Communication;2014;Are You Scared Yet? Evaluating Fear Appeal Messages in Tweets About the Tips Campaign;no;no;only method;no;no;no;yes;no;media effects;computer;PR/campaining
Journal of Communication;2007;Deindividuation Effects on Group Polarization in Computer-Mediated Communication: The Role of Group Identification, Public-Self-Awareness, and Perceived Argument Quality;no;only method;no;no;no;yes;no;no;media effects;computer;PR/campaining
Journal of Communication;2009;"Political Discussion Frequency, Network Size, and ""Heterogeneity""  of Discussion as Predictors of Political Knowledge and Participation";no;only method;no;no;no;yes;no;no;media effects;conversations;journalism
Journal of Communication;2006;Exploring Influential Factors on Music Piracy Across Countries;no;no;no;only method;no;no;no;yes;media systems;audio-visual; 
Journal of Communication;2006;Contextual Features of Violent Video Games, Mental Models, and Aggression;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Communication;2010;Of Attitudes and Engagement: Clarifying the Reciprocal Relationship Between Civic Attitudes and Political Participation;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;journalism
Journal of Communication;2014;Second Screen and Participation: A Content Analysis on a Full Season Dataset of Tweets;no;no;only method;no;no;no;yes;no;uses & gratifications;computer;combination
Journal of Communication;2013;The Meanings of 'Open Communication' Among Couples Coping With a Cardiac Event;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Journal of Communication;2013;Fear and Anger Responses to Local News Coverage of Alcohol-Related Crimes, Accidents, and Injuries: Explaining News Effects on Policy Support Using a Representative Sample of Messages and People;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Communication;2006;News Media's Relationship With Stereotyping: The Linguistic Intergroup Bias in Response to Crime News;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Communication;2015;Defecting From the Gutenberg Legacy: Employing Images to Test Knowledge Gaps;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Journal of Communication;2003;The Influence of Presumed Influence;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Journal of Communication;2002;The Impact of Political Talk Radio Exposure on Attributions About the Outcome of the 1996 U.S. Presidential Election;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Communication;2004;Diverse in Name Only? Intercultural Interaction at a Multicultural University;no;only method;no;no;no;yes;no;no;interpersonal communication; ;private_shpere
Journal of Communication;2013;Mediated Martyrs of the Arab Spring: New Media, Civil Religion, and Narrative in Tunisia and Egypt;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Communication;2012;Framing the Egyptian Uprising in Arabic Language Newspapers and Social Media;no;no;only method;no;no;no;yes;no;media contents;combination;combination
Journal of Communication;2009;Putting Your Best Face Forward: The Accuracy of Online Dating Photographs;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Communication;2003;Women's Sports Media, Self-Objectification, and Mental Health in Black and White Adolescent Females;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Communication;2012;Safety Valve or Pressure Cooker? Blogs in Chinese Political Life;no;only method;no;no;no;yes;no;no;uses & gratifications;internet; 
Journal of Communication;2007;Three Decades of Sexual Content on Prime-Time Network Programming: A Longitudinal Meta-Analytic Review;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
